date,temp_max_f,temp_min_f,temp_mean_f,precip_in,wind_max_mph,humidity_mean,pressure_mean_hpa
2023-06-22,97.7,79.6,89.8,0.79,17.3,86.5,1018.7
2023-06-23,99.3,80.7,91.4,0.0,7.6,83.3,1016.0
2023-06-24,98.1,80.5,90.0,0.0,5.7,87.4,1017.6
2023-06-25,88.2,70.3,80.3,1.12,14.6,79.9,1013.3
2023-06-26,91.4,74.0,84.2,0.57,14.7,70.7,1016.1
2023-06-27,95.3,76.1,86.5,1.31,11.7,83.2,1010.1
2023-06-28,97.3,78.8,87.4,0.0,11.7,87.5,1019.3
2023-06-29,100.0,83.4,90.6,0.18,10.8,85.8,1016.4
2023-06-30,98.4,80.1,88.7,0.0,9.9,78.0,1019.3
2023-07-01,89.3,72.3,82.0,0.55,15.7,81.8,1009.4
2023-07-02,100.6,81.0,89.8,1.22,13.5,78.7,1011.3
2023-07-03,101.3,81.0,91.0,0.3,10.3,77.4,1013.0
2023-07-04,101.0,82.4,90.8,1.07,16.4,86.3,1006.5
2023-07-05,103.5,83.7,93.2,2.2,2.5,75.6,1018.4
2023-07-06,102.9,84.5,92.2,0.0,17.2,77.2,1015.0
2023-07-07,99.8,80.6,90.6,0.0,2.2,76.2,1016.1
2023-07-08,96.1,79.1,88.3,0.0,6.5,74.3,1012.7
2023-07-09,90.7,73.4,81.2,0.0,8.8,82.5,1009.7
2023-07-10,100.6,82.5,90.7,0.0,8.4,87.6,1012.6
2023-07-11,99.7,79.7,89.7,3.15,15.0,80.9,1012.9
2023-07-12,99.1,81.1,90.0,0.0,4.8,74.3,1017.7
2023-07-13,90.4,75.2,83.1,0.11,12.0,86.1,1012.6
2023-07-14,92.5,73.2,84.0,0.02,8.7,90.4,1013.4
2023-07-15,104.3,83.8,93.7,0.18,12.2,78.7,1010.7
2023-07-16,98.1,77.9,88.8,5.8,10.7,79.6,1014.0
2023-07-17,101.2,83.3,92.0,0.21,11.4,84.6,1017.9
2023-07-18,97.2,80.2,89.1,0.0,6.8,90.1,1017.8
2023-07-19,97.6,78.5,89.1,1.98,9.0,79.4,1015.2
2023-07-20,103.8,84.1,93.2,0.02,12.1,75.3,1013.2
2023-07-21,96.3,76.8,86.7,0.97,14.8,85.2,1006.0
2023-07-22,99.6,81.4,89.4,0.34,8.6,86.0,1007.8
2023-07-23,95.7,78.1,86.9,2.08,7.5,82.0,1013.8
2023-07-24,96.5,79.5,87.0,0.35,13.5,79.2,1012.0
2023-07-25,95.5,79.7,87.6,1.22,10.9,86.9,1013.8
2023-07-26,99.7,82.9,89.9,1.18,14.3,84.6,1018.7
2023-07-27,95.4,79.6,86.7,0.0,5.4,78.1,1017.9
2023-07-28,103.3,83.6,94.5,0.0,1.9,82.1,1020.0
2023-07-29,94.4,76.8,84.8,0.55,8.9,75.1,1012.4
2023-07-30,98.7,78.3,87.9,0.36,7.9,85.3,1008.8
2023-07-31,94.0,76.4,86.7,1.74,10.7,80.5,1011.8
2023-08-01,105.4,85.9,95.1,0.0,6.5,79.6,1011.8
2023-08-02,97.6,81.8,89.5,0.64,14.0,81.6,1018.2
2023-08-03,101.9,83.2,93.1,0.98,9.8,81.9,1015.2
2023-08-04,88.8,72.3,81.7,0.0,9.6,86.1,1017.1
2023-08-05,97.8,79.6,89.6,1.84,11.6,84.5,1016.9
2023-08-06,101.3,82.2,92.3,0.58,11.8,80.7,1003.9
2023-08-07,95.8,77.6,88.5,0.34,10.9,85.3,1014.4
2023-08-08,101.8,83.6,92.9,0.0,11.0,83.4,1009.8
2023-08-09,96.4,77.3,85.6,0.0,5.8,79.2,1015.0
2023-08-10,101.6,84.6,94.2,0.0,14.6,80.6,1013.8
2023-08-11,108.2,90.8,98.1,0.61,10.1,80.4,1014.6
2023-08-12,94.7,75.4,86.0,0.1,5.8,83.6,1012.9
2023-08-13,95.1,78.0,85.5,0.0,9.8,79.2,1020.4
2023-08-14,102.0,85.6,93.9,0.0,5.6,79.0,1012.6
2023-08-15,102.0,84.1,94.4,0.23,13.7,90.7,1014.8
2023-08-16,92.4,75.4,84.8,0.0,17.8,85.5,1015.6
2023-08-17,92.4,76.5,85.1,0.27,7.9,76.9,1005.5
2023-08-18,93.3,76.7,85.6,0.92,12.3,83.4,1008.3
2023-08-19,90.3,70.2,80.7,0.0,2.0,81.1,1014.4
2023-08-20,92.9,74.1,82.4,0.63,12.8,82.3,1016.4
2023-08-21,92.1,71.4,81.9,0.0,5.5,80.9,1016.9
2023-08-22,92.5,75.4,82.8,0.24,8.5,86.1,1007.3
2023-08-23,93.3,75.8,85.9,0.18,6.6,81.8,1011.4
2023-08-24,95.1,76.6,86.9,0.0,11.9,79.6,1023.1
2023-08-25,100.9,85.0,92.7,0.0,13.0,85.0,1015.4
2023-08-26,89.0,72.3,81.0,0.56,11.1,80.9,1010.7
2023-08-27,98.8,82.1,89.8,0.04,7.5,80.2,1014.0
2023-08-28,93.3,74.4,84.2,0.0,15.4,81.0,1018.1
2023-08-29,93.2,75.6,84.7,0.85,8.0,78.8,1010.2
2023-08-30,96.2,78.3,87.8,0.0,0.4,79.2,1017.0
2023-08-31,89.8,71.7,79.5,0.0,10.8,76.1,1013.7
2023-09-01,96.2,78.2,86.1,0.21,6.6,75.2,1014.9
2023-09-02,93.1,77.7,84.9,0.31,15.0,73.8,1012.7
2023-09-03,96.8,77.9,86.2,1.75,9.5,71.7,1013.9
2023-09-04,95.8,75.8,85.0,0.0,11.4,74.1,1012.0
2023-09-05,102.9,84.1,94.5,0.15,16.6,77.5,1008.7
2023-09-06,88.8,70.7,80.4,0.72,6.2,78.7,1015.8
2023-09-07,89.7,71.9,80.7,0.25,8.7,76.7,1011.7
2023-09-08,90.8,69.2,80.0,0.07,10.7,66.1,1013.1
2023-09-09,90.6,70.2,80.1,0.41,17.2,85.6,1010.8
2023-09-10,86.9,68.8,79.5,0.16,8.4,83.0,1015.6
2023-09-11,96.0,78.3,87.4,0.0,6.6,79.6,1012.6
2023-09-12,97.5,80.2,88.2,0.0,10.9,86.8,1014.5
2023-09-13,88.0,71.8,79.0,0.0,6.7,72.2,1018.1
2023-09-14,85.4,67.7,77.6,0.01,11.6,86.3,1016.7
2023-09-15,93.7,75.7,83.2,1.73,4.8,71.9,1009.9
2023-09-16,88.1,70.1,78.4,0.0,17.9,77.8,1022.8
2023-09-17,93.8,74.3,83.4,0.98,5.6,70.0,1013.3
2023-09-18,91.7,72.0,81.2,0.0,7.7,76.3,1010.8
2023-09-19,83.2,63.8,73.2,0.0,8.9,78.0,1016.5
2023-09-20,95.5,79.1,86.7,0.4,18.7,75.1,1010.5
2023-09-21,97.0,79.1,87.6,0.0,3.7,79.2,1016.7
2023-09-22,84.1,67.0,76.5,0.0,16.9,76.0,1014.8
2023-09-23,86.9,66.3,77.2,0.22,14.0,72.7,1012.3
2023-09-24,87.7,70.1,80.0,0.59,12.7,72.3,1008.4
2023-09-25,89.7,69.2,79.9,1.13,7.1,79.0,1016.0
2023-09-26,89.0,71.0,81.1,0.32,13.3,71.5,1007.4
2023-09-27,94.3,77.5,86.9,0.01,8.1,79.1,1007.6
2023-09-28,84.4,69.0,76.7,0.77,16.1,80.5,1013.5
2023-09-29,80.7,64.0,73.7,0.0,5.1,65.8,1021.4
2023-09-30,80.6,61.3,70.8,3.46,10.5,79.6,1010.6
2023-10-01,83.3,64.0,73.4,0.93,8.8,84.1,1014.8
2023-10-02,85.3,67.3,76.2,0.0,5.0,74.8,1019.3
2023-10-03,91.8,75.0,84.2,0.89,14.0,76.4,1015.3
2023-10-04,80.8,65.1,73.5,0.0,11.1,78.4,1013.8
2023-10-05,83.6,67.4,76.5,1.85,15.8,71.6,1007.6
2023-10-06,82.8,67.3,75.1,0.41,3.9,73.7,1003.2
2023-10-07,90.8,70.0,80.2,0.28,15.3,66.0,1010.9
2023-10-08,93.9,78.2,85.9,0.0,19.0,73.1,1019.7
2023-10-09,80.3,64.5,71.9,0.74,9.2,74.7,1007.5
2023-10-10,79.2,63.0,71.8,0.0,16.6,74.6,1017.8
2023-10-11,86.2,68.7,78.4,0.73,9.9,77.1,1008.2
2023-10-12,85.5,67.7,76.4,0.07,5.5,67.7,1012.4
2023-10-13,90.8,73.3,81.4,1.35,9.8,68.7,1014.8
2023-10-14,83.3,66.1,75.4,0.0,13.2,80.6,1012.4
2023-10-15,78.0,62.4,70.8,0.0,5.6,70.2,1015.7
2023-10-16,83.3,64.0,74.8,1.15,8.6,71.7,1010.3
2023-10-17,84.7,66.1,76.8,0.58,13.4,70.2,1014.8
2023-10-18,83.1,66.2,75.2,2.31,11.0,66.2,1012.9
2023-10-19,84.3,65.2,73.5,1.96,13.3,78.2,1012.2
2023-10-20,85.1,65.7,75.7,0.78,12.0,67.3,1018.2
2023-10-21,85.1,68.7,75.8,0.0,10.9,64.1,1017.6
2023-10-22,85.1,67.6,76.5,0.0,7.3,67.3,1012.2
2023-10-23,81.6,64.5,72.9,0.72,11.9,59.3,1011.7
2023-10-24,78.1,58.2,68.9,0.39,7.3,65.8,1011.7
2023-10-25,79.8,63.0,70.0,0.0,14.2,64.1,1015.3
2023-10-26,84.3,65.2,74.5,0.0,6.5,71.8,1025.1
2023-10-27,72.7,55.1,65.0,0.52,15.5,65.1,1013.5
2023-10-28,79.1,61.1,70.1,0.0,8.1,72.7,1006.9
2023-10-29,75.0,59.0,66.3,0.0,9.8,75.1,1012.8
2023-10-30,78.4,57.0,67.9,0.0,7.0,71.8,1007.3
2023-10-31,82.8,64.2,73.3,0.0,4.9,66.6,1013.7
2023-11-01,77.2,58.6,68.1,0.15,4.0,68.2,1004.1
2023-11-02,74.6,59.2,67.1,0.0,4.8,59.6,1011.5
2023-11-03,69.9,51.5,60.5,0.0,7.7,66.4,1008.9
2023-11-04,77.1,60.9,69.7,0.48,11.8,62.6,1013.5
2023-11-05,77.2,61.6,68.9,0.0,13.0,70.1,1015.0
2023-11-06,83.0,68.0,75.4,0.0,7.2,79.3,1016.2
2023-11-07,73.8,53.7,64.0,0.0,5.5,68.8,1014.6
2023-11-08,73.9,58.1,66.1,0.0,3.2,56.1,1009.4
2023-11-09,74.5,58.2,65.9,0.0,10.9,64.1,1017.1
2023-11-10,82.2,62.6,71.6,0.0,14.5,66.3,1022.7
2023-11-11,71.6,53.7,63.8,0.0,14.1,65.9,1016.6
2023-11-12,74.2,58.0,65.2,0.0,11.8,61.6,1013.3
2023-11-13,75.1,57.1,66.4,0.0,11.6,66.3,1009.3
2023-11-14,71.3,56.8,64.2,0.19,17.8,58.7,1008.4
2023-11-15,71.3,54.0,61.1,0.0,10.3,60.0,1016.8
2023-11-16,71.0,56.5,63.7,0.0,11.6,67.8,1019.3
2023-11-17,76.3,57.1,67.4,0.0,7.7,59.3,1016.0
2023-11-18,66.9,50.2,57.7,0.0,3.6,66.9,1018.2
2023-11-19,72.1,55.4,62.6,0.0,6.3,57.2,1017.8
2023-11-20,68.4,49.8,58.6,0.04,11.0,72.7,1014.0
2023-11-21,74.9,56.5,66.9,0.0,9.2,59.8,1012.4
2023-11-22,61.4,46.3,54.4,0.0,16.7,62.4,1015.7
2023-11-23,68.3,49.8,58.5,0.0,9.3,65.0,1011.6
2023-11-24,71.6,55.2,62.4,0.08,15.7,60.3,1012.1
2023-11-25,77.8,58.7,67.5,0.0,7.3,63.7,1016.3
2023-11-26,70.2,50.6,59.9,0.0,7.8,65.7,1021.7
2023-11-27,67.8,48.2,57.5,0.0,3.7,67.4,1009.8
2023-11-28,77.1,59.9,68.2,0.0,6.0,66.4,1016.9
2023-11-29,61.3,44.7,53.0,0.0,11.1,61.5,1020.9
2023-11-30,59.5,41.9,49.3,0.14,11.0,61.4,1015.0
2023-12-01,69.8,52.5,61.0,0.0,12.8,73.8,1018.3
2023-12-02,64.3,49.1,56.5,0.24,11.7,66.6,1014.4
2023-12-03,64.4,43.9,54.0,0.0,7.6,57.1,1020.2
2023-12-04,72.1,50.7,61.5,0.0,17.6,62.1,1010.7
2023-12-05,68.1,48.3,59.2,0.0,8.6,59.7,1009.5
2023-12-06,62.7,44.9,55.4,0.0,13.7,60.6,1015.0
2023-12-07,60.5,42.5,51.9,0.0,7.4,55.0,1006.4
2023-12-08,71.6,51.6,61.4,0.0,11.8,58.9,1019.9
2023-12-09,70.8,52.1,60.2,0.0,12.7,69.9,1019.9
2023-12-10,64.5,47.1,56.6,0.0,9.8,63.6,1013.3
2023-12-11,72.5,56.4,65.2,0.0,0.4,48.1,1013.5
2023-12-12,62.4,43.0,51.9,0.07,11.1,66.5,1011.7
2023-12-13,58.2,39.6,49.6,0.0,13.9,65.8,1015.2
2023-12-14,62.4,45.1,53.2,0.0,11.1,58.4,1015.5
2023-12-15,66.8,47.7,55.9,0.28,12.8,63.7,1014.2
2023-12-16,64.3,46.4,57.1,0.0,2.1,55.7,1014.3
2023-12-17,64.3,47.5,54.7,0.0,6.1,57.5,1018.8
2023-12-18,64.5,48.3,57.2,0.05,12.6,67.3,1013.8
2023-12-19,58.4,39.2,49.9,0.0,10.6,58.3,1012.6
2023-12-20,72.0,52.4,61.8,0.0,13.9,50.2,1020.3
2023-12-21,63.5,45.6,54.8,0.0,8.4,59.1,1009.6
2023-12-22,71.1,52.1,60.1,0.14,12.6,59.0,1011.6
2023-12-23,65.7,48.1,56.4,0.0,9.1,65.3,1018.9
2023-12-24,65.1,46.4,56.8,0.0,5.1,59.2,1012.1
2023-12-25,65.1,48.0,57.2,0.0,0.0,57.0,1016.2
2023-12-26,64.9,47.5,56.5,0.0,10.7,64.2,1017.2
2023-12-27,65.8,49.9,57.3,0.0,9.7,59.5,1011.6
2023-12-28,67.5,53.2,60.2,0.0,6.5,55.1,1014.7
2023-12-29,63.5,44.2,55.0,0.0,2.5,64.5,1014.4
2023-12-30,66.1,48.7,57.2,0.0,11.5,59.7,1012.8
2023-12-31,63.4,44.1,53.5,0.0,7.9,58.6,1024.2
2024-01-01,69.9,53.0,60.3,0.0,11.2,59.4,1011.9
2024-01-02,60.5,41.0,50.7,0.0,16.5,53.1,1019.0
2024-01-03,68.8,51.0,61.8,0.02,2.4,55.8,1010.4
2024-01-04,61.3,44.1,53.4,0.0,6.2,58.4,1010.7
2024-01-05,56.7,39.6,47.1,0.0,8.2,57.4,1015.4
2024-01-06,62.9,44.7,54.0,0.0,14.8,64.6,1017.6
2024-01-07,57.3,40.2,50.3,0.0,2.5,59.3,1018.7
2024-01-08,67.3,48.5,57.1,0.0,16.7,62.5,1021.2
2024-01-09,60.4,39.8,50.3,0.0,9.5,58.2,1026.8
2024-01-10,60.4,41.6,51.2,0.05,10.6,63.4,1013.0
2024-01-11,51.9,34.1,44.7,0.0,8.2,60.1,1012.3
2024-01-12,61.1,41.6,51.1,0.0,7.3,58.1,1016.8
2024-01-13,51.5,34.7,42.2,0.0,13.2,58.0,1013.9
2024-01-14,56.1,37.7,45.9,0.0,4.7,53.3,1018.7
2024-01-15,66.5,48.7,56.5,0.0,10.4,60.6,1009.8
2024-01-16,66.8,45.9,56.6,0.0,7.5,57.8,1024.5
2024-01-17,64.0,44.9,54.9,0.64,8.0,55.5,1015.4
2024-01-18,56.2,38.9,48.6,0.0,19.3,63.5,1008.3
2024-01-19,62.5,44.6,52.8,0.0,10.7,51.7,1012.2
2024-01-20,62.5,45.3,53.0,0.0,11.5,55.9,1018.3
2024-01-21,57.8,37.8,47.8,0.0,13.6,63.1,1019.7
2024-01-22,67.5,50.9,59.8,0.0,3.3,59.6,1009.9
2024-01-23,64.8,49.1,57.0,0.0,16.0,57.8,1017.9
2024-01-24,62.6,42.6,52.1,0.0,1.0,59.3,1007.2
2024-01-25,63.2,46.1,53.2,0.0,5.9,59.0,1014.6
2024-01-26,64.7,45.8,54.1,0.37,9.2,50.5,1016.4
2024-01-27,54.0,35.1,44.0,0.43,13.3,56.4,1009.8
2024-01-28,61.5,44.5,52.1,0.0,9.9,66.2,1009.0
2024-01-29,59.8,39.3,50.2,0.0,8.3,54.9,1015.6
2024-01-30,59.4,41.0,48.8,0.0,9.0,56.6,1012.6
2024-01-31,61.5,44.6,52.1,0.15,7.1,55.6,1014.5
2024-02-01,71.1,53.7,61.6,0.0,3.0,57.9,1011.5
2024-02-02,64.1,46.4,56.4,0.0,11.9,55.4,1011.9
2024-02-03,59.9,42.3,51.1,0.0,11.8,60.8,1006.9
2024-02-04,66.1,47.0,56.3,0.0,15.3,59.5,1015.7
2024-02-05,68.2,53.0,60.1,0.0,5.8,62.4,1014.4
2024-02-06,65.9,50.9,58.0,0.0,11.8,53.3,1010.2
2024-02-07,62.5,45.5,54.3,0.37,9.9,57.0,1012.8
2024-02-08,59.1,40.9,51.2,0.0,13.8,57.6,1019.1
2024-02-09,65.2,46.8,57.3,0.0,13.1,61.1,1014.1
2024-02-10,64.8,48.7,56.1,0.0,9.8,54.9,1016.1
2024-02-11,69.1,49.3,58.5,0.0,7.6,63.5,1016.1
2024-02-12,66.4,46.8,57.4,0.0,12.8,65.0,1010.2
2024-02-13,67.2,50.9,59.4,0.0,11.6,54.2,1023.2
2024-02-14,59.7,42.1,52.4,0.25,8.3,56.8,1010.1
2024-02-15,70.7,53.3,60.9,0.0,3.7,56.6,1017.6
2024-02-16,64.5,45.2,56.0,0.0,7.8,72.6,1018.1
2024-02-17,74.9,54.6,64.6,0.0,15.1,57.3,1014.4
2024-02-18,61.9,41.5,52.3,0.0,13.6,68.0,1017.4
2024-02-19,73.5,53.7,63.4,0.0,4.6,53.4,1016.0
2024-02-20,64.7,48.1,56.6,0.0,4.3,54.9,1009.3
2024-02-21,62.7,42.2,52.9,0.0,14.1,56.5,1013.7
2024-02-22,61.9,45.8,53.9,0.0,4.5,55.8,1012.5
2024-02-23,65.5,46.4,54.8,0.0,11.0,58.8,1013.2
2024-02-24,67.9,48.5,58.3,0.73,8.5,56.7,1006.8
2024-02-25,67.2,48.9,58.9,0.0,15.5,56.3,1019.5
2024-02-26,62.3,43.5,54.2,0.0,5.9,66.3,1021.4
2024-02-27,64.6,49.0,56.9,0.0,13.6,66.8,1018.9
2024-02-28,76.6,56.6,66.8,0.0,9.7,65.5,1020.1
2024-02-29,73.0,55.2,65.1,0.0,10.0,63.5,1013.6
2024-03-01,68.9,52.3,59.5,0.0,1.1,61.5,1012.5
2024-03-02,66.0,49.4,57.9,0.0,0.2,58.7,1011.9
2024-03-03,68.2,50.4,58.5,0.0,8.1,56.6,1017.6
2024-03-04,71.2,52.7,61.0,0.01,12.0,63.3,1012.9
2024-03-05,63.9,42.9,53.8,0.0,4.5,55.7,1014.7
2024-03-06,67.5,47.9,57.5,0.0,4.6,56.8,1020.2
2024-03-07,59.1,41.5,51.4,0.05,13.2,67.7,1013.6
2024-03-08,68.2,50.0,60.9,0.0,11.3,71.6,1011.6
2024-03-09,72.0,53.7,62.2,0.0,8.4,64.2,1012.3
2024-03-10,65.9,47.2,57.4,0.0,12.1,67.9,1017.7
2024-03-11,75.6,58.2,66.9,0.0,4.3,61.3,1019.2
2024-03-12,61.7,44.1,54.5,0.0,7.6,56.0,1017.2
2024-03-13,61.7,46.0,53.7,0.0,15.6,65.9,1022.6
2024-03-14,68.7,50.8,61.6,0.0,9.3,65.9,1021.5
2024-03-15,76.0,57.6,65.5,0.0,9.5,63.6,1016.8
2024-03-16,76.6,60.3,68.6,0.0,18.2,62.2,1011.6
2024-03-17,68.5,49.2,59.3,0.0,3.4,68.4,1009.8
2024-03-18,73.6,57.9,66.4,0.0,12.2,58.8,1013.5
2024-03-19,71.3,52.2,61.7,0.0,15.7,60.0,1018.0
2024-03-20,69.6,52.6,61.3,0.0,7.7,59.0,1022.3
2024-03-21,77.0,56.4,66.4,0.15,14.4,64.7,1013.7
2024-03-22,76.1,57.7,65.6,0.0,5.1,59.0,1019.7
2024-03-23,64.1,48.6,55.8,0.0,6.3,61.2,1014.0
2024-03-24,80.5,61.7,69.9,0.0,10.5,61.3,1017.5
2024-03-25,80.7,60.8,69.7,0.0,14.2,63.7,1015.3
2024-03-26,71.3,53.3,61.0,0.0,13.5,57.7,1007.1
2024-03-27,76.2,57.4,65.8,0.0,15.3,65.8,1013.3
2024-03-28,74.6,58.0,66.6,0.0,8.7,71.8,1018.8
2024-03-29,75.1,58.6,65.8,0.0,13.8,66.4,1016.1
2024-03-30,69.7,53.1,62.5,0.0,7.6,73.7,1010.2
2024-03-31,69.6,51.7,62.2,0.0,12.6,72.8,1005.3
2024-04-01,76.4,57.8,65.4,0.0,9.8,70.2,1013.5
2024-04-02,79.4,61.7,71.1,0.2,12.8,66.9,1011.7
2024-04-03,78.5,58.9,68.6,0.0,10.7,66.9,1011.5
2024-04-04,75.0,56.1,64.7,0.0,2.6,70.8,1015.6
2024-04-05,80.6,60.4,70.2,0.0,4.5,65.2,1017.0
2024-04-06,65.2,45.5,54.2,0.0,9.4,57.9,1017.7
2024-04-07,80.4,63.5,72.5,0.0,2.3,70.0,1005.6
2024-04-08,66.9,52.8,59.8,0.0,12.3,62.1,1009.7
2024-04-09,74.9,56.5,66.3,0.0,12.5,63.1,1013.8
2024-04-10,70.7,53.5,63.2,0.0,10.3,68.2,1017.3
2024-04-11,69.8,55.6,62.7,0.11,6.5,67.9,1014.0
2024-04-12,82.5,65.6,74.1,0.0,14.5,61.5,1016.9
2024-04-13,77.2,56.1,67.0,1.38,19.1,69.6,1010.5
2024-04-14,80.3,62.3,71.0,0.0,9.6,73.8,1013.7
2024-04-15,77.8,60.5,69.6,0.0,13.0,63.5,1009.1
2024-04-16,81.8,61.6,72.2,0.0,9.8,75.7,1018.1
2024-04-17,78.7,60.9,70.7,0.0,11.1,61.8,1011.3
2024-04-18,72.0,55.6,64.9,0.0,8.5,80.4,1018.4
2024-04-19,85.5,65.3,75.5,0.0,8.9,67.9,1015.8
2024-04-20,78.6,58.6,69.1,1.0,14.6,70.9,1011.8
2024-04-21,74.7,55.8,64.6,0.0,18.4,61.0,1012.4
2024-04-22,77.2,61.1,70.0,0.0,3.4,70.3,1009.6
2024-04-23,89.3,70.4,79.0,0.0,8.6,72.0,1012.4
2024-04-24,85.9,65.5,76.4,0.0,4.3,70.6,1013.7
2024-04-25,80.5,61.5,71.3,0.0,15.4,68.4,1005.5
2024-04-26,81.1,64.3,71.6,0.0,6.6,66.7,1014.2
2024-04-27,82.5,61.6,72.0,0.0,3.2,77.3,1018.7
2024-04-28,92.5,74.2,83.1,0.0,11.6,72.0,1017.3
2024-04-29,85.1,68.5,75.8,0.0,16.0,79.8,1013.0
2024-04-30,87.3,67.1,76.3,0.0,11.7,69.6,1015.2
2024-05-01,89.4,70.7,79.3,0.0,9.8,70.3,1012.8
2024-05-02,84.8,65.6,76.1,0.53,12.6,76.7,1012.6
2024-05-03,84.0,66.3,74.1,0.0,14.7,64.7,1021.2
2024-05-04,83.3,64.4,74.7,0.0,5.5,67.0,1018.9
2024-05-05,83.5,66.3,75.6,0.0,8.6,78.7,1017.1
2024-05-06,85.4,68.8,76.0,0.23,9.2,67.6,1010.0
2024-05-07,90.5,68.9,79.8,0.25,6.3,64.6,1015.0
2024-05-08,87.7,68.0,77.0,0.0,7.7,83.2,1008.3
2024-05-09,88.7,72.2,80.4,0.0,13.4,67.1,1014.0
2024-05-10,86.1,68.1,77.0,0.89,13.3,75.2,1014.3
2024-05-11,85.9,67.6,78.0,0.79,13.6,74.8,1015.0
2024-05-12,79.9,60.7,68.9,0.04,11.6,60.6,1014.7
2024-05-13,93.3,74.6,82.3,0.0,11.1,73.5,1016.2
2024-05-14,89.7,72.5,80.1,1.85,7.8,77.2,1011.2
2024-05-15,93.5,75.1,83.3,0.18,9.8,77.0,1014.2
2024-05-16,75.9,55.9,66.0,0.0,9.8,79.9,1011.2
2024-05-17,98.1,79.8,88.7,0.95,12.1,73.6,1008.6
2024-05-18,86.2,71.1,79.0,0.19,12.3,79.3,1012.2
2024-05-19,93.7,77.2,84.9,0.0,8.4,72.5,1015.7
2024-05-20,85.2,67.1,75.5,0.0,7.5,69.0,1007.7
2024-05-21,92.9,72.4,83.2,0.53,23.6,69.8,1013.8
2024-05-22,84.4,67.6,75.9,0.27,14.6,69.1,1015.1
2024-05-23,88.9,67.2,78.1,0.2,12.7,81.7,1011.7
2024-05-24,97.5,80.9,89.8,1.16,10.1,69.2,1021.5
2024-05-25,89.6,72.9,80.6,0.0,7.2,78.3,1012.3
2024-05-26,92.4,72.1,82.7,1.08,10.5,75.8,1010.6
2024-05-27,95.7,77.0,85.9,0.0,10.2,76.8,1013.4
2024-05-28,94.0,74.6,84.4,0.0,1.5,84.3,1014.7
2024-05-29,91.2,72.2,83.1,0.52,4.7,75.4,1010.7
2024-05-30,91.9,77.1,84.3,0.39,8.5,80.8,1006.4
2024-05-31,103.3,86.3,93.7,0.65,11.8,78.1,1009.8
2024-06-01,92.3,73.0,82.9,0.0,8.0,77.3,1014.6
2024-06-02,92.0,76.1,84.3,0.0,14.9,89.7,1019.9
2024-06-03,98.1,80.6,88.3,2.78,5.1,71.2,1020.8
2024-06-04,97.6,81.6,88.8,0.0,6.0,85.0,1020.3
2024-06-05,99.0,82.3,89.4,2.09,17.1,82.0,1008.9
2024-06-06,97.5,77.0,87.1,0.0,9.5,76.4,1012.2
2024-06-07,87.0,71.8,79.3,2.8,14.5,87.1,1011.4
2024-06-08,99.1,83.1,92.0,0.3,19.2,69.9,1019.1
2024-06-09,89.8,70.3,79.7,0.0,6.2,76.6,1014.3
2024-06-10,95.8,77.7,86.4,0.34,10.6,73.3,1006.7
2024-06-11,91.6,74.7,81.8,1.82,9.9,81.5,1010.0
2024-06-12,95.5,75.0,85.1,0.01,3.2,74.0,1015.0
2024-06-13,97.3,80.0,87.1,0.87,9.8,81.9,1014.8
2024-06-14,98.1,77.2,87.2,0.44,14.5,78.9,1011.2
2024-06-15,97.0,77.3,87.9,0.0,11.2,77.6,1017.7
2024-06-16,102.3,84.7,93.4,1.09,13.5,82.0,1002.9
2024-06-17,96.9,79.2,88.3,2.0,9.5,78.9,1012.4
2024-06-18,93.0,76.4,85.4,0.0,6.4,74.9,1018.4
2024-06-19,100.2,82.4,90.9,2.01,16.1,94.4,1008.7
2024-06-20,100.2,81.6,92.1,0.32,9.0,78.1,1008.7
2024-06-21,92.1,70.8,81.4,0.0,10.2,69.5,1007.5
2024-06-22,99.1,81.4,89.7,0.0,9.7,76.5,1021.4
2024-06-23,99.7,80.9,90.3,0.0,14.8,74.5,1012.1
2024-06-24,94.4,75.3,86.0,0.0,12.9,85.0,1016.0
2024-06-25,100.8,82.8,93.6,1.14,5.8,82.6,1014.4
2024-06-26,94.0,77.9,86.9,0.0,4.2,83.0,1021.0
2024-06-27,96.9,79.4,88.3,1.4,13.3,79.3,1011.4
2024-06-28,94.4,78.9,87.0,0.0,8.7,79.8,1012.8
2024-06-29,97.4,77.1,88.0,0.07,9.2,79.4,1012.7
2024-06-30,93.6,75.5,83.1,0.0,13.1,80.9,1020.1
2024-07-01,92.2,72.3,81.6,0.0,9.7,85.6,1014.3
2024-07-02,105.0,87.3,95.4,0.0,9.2,83.2,1011.2
2024-07-03,92.3,76.4,84.5,0.09,14.1,84.0,1005.8
2024-07-04,94.4,75.3,83.9,0.59,9.5,84.1,1007.1
2024-07-05,89.3,67.8,78.8,0.0,15.3,86.1,1018.5
2024-07-06,93.4,78.4,85.7,0.0,5.8,83.1,1013.7
2024-07-07,92.6,73.3,82.6,1.34,13.6,83.5,1009.6
2024-07-08,104.2,88.7,96.0,0.0,14.7,87.7,1012.1
2024-07-09,103.5,85.6,93.3,0.0,3.5,78.5,1015.3
2024-07-10,96.7,76.9,85.7,1.48,9.6,77.6,1011.0
2024-07-11,106.1,89.9,99.0,0.0,13.6,75.9,1013.9
2024-07-12,103.9,85.2,93.3,1.07,15.6,82.8,1017.4
